registry_version,policy_version,season_type,canonical_gender_code,canonical_event_code,canonical_event_name,performance_count,athlete_count,school_count,record_mark_raw,record_mark_normalized,record_status,pending_ratification,holder,school,record_date_text,mark_flags,source_key,source_url,source_as_of,source_line,source_html_sha256,selection_direction,selection_policy,superseded_ratified_mark,superseded_ratified_holder
official_collegiate_record_anchors_v1,tfn_official_events_pending_active_v1,outdoor,f,10000M,10000m,16639,5798,357,30:46.80,1846.8,pending_used_as_active_record,True,Jane Hedengren,BYU,4/03/26,p,women_absolute,https://trackandfieldnews.com/records/womens-collegiate-records/,"May 16, 2026","30:46.80p Jane Hedengren (BYU) Stanford, California 4/03/26",21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,lower_is_better,best official main-listing mark; pending marks active,30:50.43,Parker Valby
official_collegiate_record_anchors_v1,tfn_official_events_pending_active_v1,outdoor,f,100M,100m,96892,15043,354,10.63,10.63,pending_used_as_active_record,True,Adaejah Hodge’,Georgia,6/11/26,p,women_absolute,https://trackandfieldnews.com/records/womens-collegiate-records/,"May 16, 2026","10.63p Adaejah Hodge’ (Georgia) Eugene, Oregon 6/11/26",21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,lower_is_better,best official main-listing mark; pending marks active,10.75,Sha’Carri Richardson
official_collegiate_record_anchors_v1,tfn_official_events_pending_active_v1,outdoor,f,200M,200m,124686,21907,357,21.68,21.68,pending_used_as_active_record,True,Adaejah Hodge’,Georgia,6/13/26,p,women_absolute,https://trackandfieldnews.com/records/womens-collegiate-records/,"May 16, 2026","21.68p Adaejah Hodge’ (Georgia) Eugene, Oregon 6/13/26",21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,lower_is_better,best official main-listing mark; pending marks active,21.77,Abby Steiner
official_collegiate_record_anchors_v1,tfn_official_events_pending_active_v1,outdoor,f,400M,400m,81986,15178,358,48.79,48.79,pending_used_as_active_record,True,Dejanea Oakley’,Georgia,6/13/26,p,women_absolute,https://trackandfieldnews.com/records/womens-collegiate-records/,"May 16, 2026","48.79p Dejanea Oakley’ (Georgia) Eugene, Oregon 6/13/26",21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,lower_is_better,best official main-listing mark; pending marks active,48.89,Nickisha Pryce’
official_collegiate_record_anchors_v1,tfn_official_events_pending_active_v1,outdoor,f,800M,800m,113579,21587,361,1:56.85,116.85,pending_used_as_active_record,True,Sanu Jallow-Lockhart’,Arkansas,6/13/26,p,women_absolute,https://trackandfieldnews.com/records/womens-collegiate-records/,"May 16, 2026","1:56.85p Sanu Jallow-Lockhart’ (Arkansas) Eugene, Oregon 6/13/26",21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,lower_is_better,best official main-listing mark; pending marks active,1:57.73,Athing Mu
official_collegiate_record_anchors_v1,tfn_official_events_pending_active_v1,outdoor,m,110H,110m Hurdles,66133,6495,302,12.75,12.75,pending_used_as_active_record,True,Ja’kobe Tharp,Auburn,6/10/26,p,men_absolute,https://trackandfieldnews.com/records/mens-collegiate-records/,"June 16, 2026","12.75p Ja’kobe Tharp (Auburn) Eugene, Oregon 6/10/26",621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,lower_is_better,best official main-listing mark; pending marks active,12.98,Grant Holloway
official_collegiate_record_anchors_v1,tfn_official_events_pending_active_v1,outdoor,m,200M,200m,85641,16569,320,19.63,19.63,pending_used_as_active_record,True,Jaiden Reid’,LSU,6/12/26,p,men_absolute,https://trackandfieldnews.com/records/mens-collegiate-records/,"June 16, 2026","19.63p Jaiden Reid’ (LSU) Eugene, Oregon 6/12/26",621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,lower_is_better,best official main-listing mark; pending marks active,19.69,Walter Dix
official_collegiate_record_anchors_v1,tfn_official_events_pending_active_v1,outdoor,m,400M,400m,84640,16033,327,43.38,43.38,pending_used_as_active_record,True,Samuel Ogazi’,Alabama,6/12/26,p,men_absolute,https://trackandfieldnews.com/records/mens-collegiate-records/,"June 16, 2026","43.38p Samuel Ogazi’ (Alabama) Eugene, Oregon 6/12/26",621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,lower_is_better,best official main-listing mark; pending marks active,43.61,Michael Norman
