input_name,path,sha256_before,sha256_after
phase_3d_r_anchor_registry,/Users/joeyn256/Projects/NCAA Track Analytics Pipeline/data/reference/collegiate_records/v1/final_eligibility_v1/active_collegiate_eligibility_anchors.csv,d9c24b2dabea3856e42f256b580dd996270a534dec1c6c03ff2f5640261ca60d,d9c24b2dabea3856e42f256b580dd996270a534dec1c6c03ff2f5640261ca60d
