version,importer_version,source_key,season_type,canonical_gender_code,canonical_event_code,section,source_table_index,source_row_index,source_cells,source_line,raw_mark,normalized_mark,mark_flags,pending_ratification,indoor_mark_flag,altitude_flag,secondary_listing,outside_regular_collegiate_season,holder,school,record_date_text,source_as_of,source_url,local_html_sha256,parser_method,rejection_reason
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,800M,track,1,8,"(American CR) || 1:43.55 || Donavan Brazier (Texas A&M) || Eugene, Oregon || 6/10/16","(American CR) 1:43.55 Donavan Brazier (Texas A&M) Eugene, Oregon 6/10/16",1:43.55,103.55,,False,False,False,True,False,Donavan Brazier,Texas A&M,6/10/16,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000SC,track,1,14,"(American CR) || 8:16.23 || Duncan Hamilton (Montana State) || Sacramento, California || 5/26/23","(American CR) 8:16.23 Duncan Hamilton (Montana State) Sacramento, California 5/26/23",8:16.23,496.23,,False,False,False,True,False,Duncan Hamilton,Montana State,5/26/23,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,10000M,track,1,18,"(American CR) || 26:52.72 || Nico Young (Northern Arizona) || San Juan Capistrano, California || 3/15/24","(American CR) 26:52.72 Nico Young (Northern Arizona) San Juan Capistrano, California 3/15/24",26:52.72,1612.72,,False,False,False,True,False,Nico Young,Northern Arizona,3/15/24,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400H,track,1,22,"(American CR) || 47.23 || Caleb Dean (Texas Tech) || Eugene, Oregon || 6/07/24","(American CR) 47.23 Caleb Dean (Texas Tech) Eugene, Oregon 6/07/24",47.23,47.23,,False,False,False,True,False,Caleb Dean,Texas Tech,6/07/24,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,LJ,field,3,7,"(low-altitude) || 8.59 | 28-2¼i || Miguel Pate (Alabama) || New York, New York || 3/01/02","(low-altitude) 8.59 | 28-2¼i Miguel Pate (Alabama) New York, New York 3/01/02",8.59,8.59,,False,False,False,True,False,| 28-2¼i Miguel Pate,Alabama,3/01/02,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,TJ,field,3,9,"(American CR) || 17.54 | 57-6½ || Mike Conley (Arkansas) || Austin, Texas || 6/01/85","(American CR) 17.54 | 57-6½ Mike Conley (Arkansas) Austin, Texas 6/01/85",17.54,17.54,,False,False,False,True,False,| 57-6½ Mike Conley,Arkansas,6/01/85,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,DT,field,3,12,"(American CR) || 67.45 | 221-3 || Sam Mattis (Penn) || Philadelphia, Pennsylvania || 3/19/16","(American CR) 67.45 | 221-3 Sam Mattis (Penn) Philadelphia, Pennsylvania 3/19/16",67.45,67.45,,False,False,False,True,False,| 221-3 Sam Mattis,Penn,3/19/16,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,HT,field,3,15,"(American CR) || 78.34 | 257-0 || Ken Flax (Oregon) || Indianapolis, Indiana || 6/07/86","(American CR) 78.34 | 257-0 Ken Flax (Oregon) Indianapolis, Indiana 6/07/86",78.34,78.34,,False,False,False,True,False,| 257-0 Ken Flax,Oregon,6/07/86,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,JT,field,3,18,"(American CR) || 83.28 | 273-3 || Tom Pukstys (Florida) || Gainesville, Florida || 4/28/90","(American CR) 83.28 | 273-3 Tom Pukstys (Florida) Gainesville, Florida 4/28/90",83.28,83.28,,False,False,False,True,False,| 273-3 Tom Pukstys,Florida,4/28/90,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,DEC,multi,4,3,"10.64, 7.86/25-9½,17.46/57-3½, 2.07/ 6-9½, 48.03 [4685], 14.36, 57.70/189-4, 5.21/17-, 56.64/185-10, 4:44.61 [4276]","10.64, 7.86/25-9½,17.46/57-3½, 2.07/ 6-9½, 48.03 [4685], 14.36, 57.70/189-4, 5.21/17-, 56.64/185-10, 4:44.61 [4276]",10.64,10.64,,False,False,False,False,False,", 7.86/25-9½,17.46/57-3½, 2.07/ 6-9½, 48.03 [4685], 14.36, 57.70/189-4, 5.21/17-, 56.64/185-10, 4:44.61 [4276]",,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_implausible_event_mark
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,DEC,multi,4,4,"(American CR) || 8720 || Kyle Garland (Georgia) || Fayetteville, Arkansas || 5/06-07/22","(American CR) 8720 Kyle Garland (Georgia) Fayetteville, Arkansas 5/06-07/22",8720,8720.0,,False,False,False,True,False,Kyle Garland,Georgia,5/06-07/22,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,DEC,multi,4,5,"(10.63, 7.86/ 25-9½, 16.44/53-11¼, 2.16/7-1, 49.04 [4660], 13.71, 46.16/151-5, 4.85/15-11, 59.63/195-7, 4:43.21 [4060])","(10.63, 7.86/ 25-9½, 16.44/53-11¼, 2.16/7-1, 49.04 [4660], 13.71, 46.16/151-5, 4.85/15-11, 59.63/195-7, 4:43.21 [4060])",10.63,10.63,,False,False,False,False,False,", 7.86/ 25-9½, 16.44/53-11¼, 2.16/7-1, 49.04 [4660], 13.71, 46.16/151-5, 4.85/15-11, 59.63/195-7, 4:43.21 [4060])",,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,table,reject_implausible_event_mark
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,100M,track,0,1,100,100,100,100.0,,False,False,False,False,False,,,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,100M,track,0,2,"9.82 || Christian Coleman (Tennessee) || Eugene, Oregon","9.82 Christian Coleman (Tennessee) Eugene, Oregon",9.82,9.82,,False,False,False,False,False,Christian Coleman,Tennessee,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,100M,track,0,3,6/07/17,6/07/17,6,6.0,,False,False,False,False,False,/07/17,,6/07/17,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,200M,track,0,4,200,200,200,200.0,,False,False,False,False,False,,,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,200M,track,0,5,"19.69 || Walter Dix (Florida State) || Gainesville, Florida","19.69 Walter Dix (Florida State) Gainesville, Florida",19.69,19.69,,False,False,False,False,False,Walter Dix,Florida State,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,200M,track,0,6,5/25/07,5/25/07,5,5.0,,False,False,False,False,False,/25/07,,5/25/07,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,200M,track,0,7,"19.63p || Jaiden Reid’ (LSU) || Eugene, Oregon","19.63p Jaiden Reid’ (LSU) Eugene, Oregon",19.63,19.63,p,True,False,False,False,False,Jaiden Reid’,LSU,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,200M,track,0,8,6/12/26,6/12/26,6,6.0,,False,False,False,False,False,/12/26,,6/12/26,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400M,track,0,9,400,400,400,400.0,,False,False,False,False,False,,,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400M,track,0,10,"43.61 || Michael Norman (USC) || Eugene, Oregon","43.61 Michael Norman (USC) Eugene, Oregon",43.61,43.61,,False,False,False,False,False,Michael Norman,USC,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400M,track,0,11,6/08/18,6/08/18,6,6.0,,False,False,False,False,False,/08/18,,6/08/18,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400M,track,0,12,"43.38p || Samuel Ogazi’ (Alabama) || Eugene, Oregon","43.38p Samuel Ogazi’ (Alabama) Eugene, Oregon",43.38,43.38,p,True,False,False,False,False,Samuel Ogazi’,Alabama,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400M,track,0,13,6/12/26,6/12/26,6,6.0,,False,False,False,False,False,/12/26,,6/12/26,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,800M,track,0,14,800,800,800,800.0,,False,False,False,False,False,,,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,800M,track,0,15,"1:43.25 || Michael Saruni’ (UTEP) || Tucson, Arizona","1:43.25 Michael Saruni’ (UTEP) Tucson, Arizona",1:43.25,103.25,,False,False,False,False,False,Michael Saruni’,UTEP,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,800M,track,0,16,4/28/18,4/28/18,4,4.0,,False,False,False,False,False,/28/18,,4/28/18,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,800M,track,0,17,"1:43.55 || Donavan Brazier (Texas A&M) || Eugene, Oregon","1:43.55 Donavan Brazier (Texas A&M) Eugene, Oregon",1:43.55,103.55,,False,False,False,False,False,Donavan Brazier,Texas A&M,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,800M,track,0,18,6/10/16,6/10/16,6,6.0,,False,False,False,False,False,/10/16,,6/10/16,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,1500M,track,0,19,1500,1500,1500,1500.0,,False,False,False,False,False,,,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,1500M,track,0,20,"3:33.02 || Liam Murphy (Villanova) || Raleigh, North Carolina","3:33.02 Liam Murphy (Villanova) Raleigh, North Carolina",3:33.02,213.02,,False,False,False,False,False,Liam Murphy,Villanova,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,1500M,track,0,21,3/27/25,3/27/25,3,3.0,,False,False,False,False,False,/27/25,,3/27/25,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,1500M,track,0,22,"3:31.69p || Simeon Birnbaum (Oregon) || Eugene, Oregon","3:31.69p Simeon Birnbaum (Oregon) Eugene, Oregon",3:31.69,211.69,p,True,False,False,False,False,Simeon Birnbaum,Oregon,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,1500M,track,0,23,4/18/26,4/18/26,4,4.0,,False,False,False,False,False,/18/26,,4/18/26,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,MILE,track,0,24,"3:48.32i || Ethan Strand (North Carolina) || Boston, Massachusetts","3:48.32i Ethan Strand (North Carolina) Boston, Massachusetts",3:48.32,228.32,i,False,True,False,False,False,Ethan Strand,North Carolina,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,MILE,track,0,25,2/01/25,2/01/25,2,2.0,,False,False,False,False,False,/01/25,,2/01/25,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000M,track,0,26,3000,3000,3000,3000.0,,False,False,False,False,False,,,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000M,track,0,27,"7:30.15i || Ethan Strand (North Carolina) || Boston, Massachusetts","7:30.15i Ethan Strand (North Carolina) Boston, Massachusetts",7:30.15,450.15,i,False,True,False,False,False,Ethan Strand,North Carolina,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000M,track,0,28,12/07/24,12/07/24,12,12.0,,False,False,False,False,False,/07/24,,12/07/24,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000SC,track,0,29,"8:05.4 || Henry Rono’ (Washington State) || Seattle, Washington","8:05.4 Henry Rono’ (Washington State) Seattle, Washington",8:05.4,485.4,,False,False,False,False,False,Henry Rono’,Washington State,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000SC,track,0,30,5/13/78,5/13/78,5,5.0,,False,False,False,False,False,/13/78,,5/13/78,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000SC,track,0,31,"8:16.23 || Duncan Hamilton (Montana State) || Sacramento, California","8:16.23 Duncan Hamilton (Montana State) Sacramento, California",8:16.23,496.23,,False,False,False,False,False,Duncan Hamilton,Montana State,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000SC,track,0,32,5/26/23,5/26/23,5,5.0,,False,False,False,False,False,/26/23,,5/26/23,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000SC,track,0,33,"8:11.92p || Nathan Mountain (Virginia) || Charlottesville, Virginia","8:11.92p Nathan Mountain (Virginia) Charlottesville, Virginia",8:11.92,491.92,p,True,False,False,False,False,Nathan Mountain,Virginia,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,3000SC,track,0,34,4/17/26,4/17/26,4,4.0,,False,False,False,False,False,/17/26,,4/17/26,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,5000M,track,0,35,5000,5000,5000,5000.0,,False,False,False,False,False,,,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,5000M,track,0,36,"12:57.14i || Nico Young (Northern Arizona) || Boston, Massachusetts","12:57.14i Nico Young (Northern Arizona) Boston, Massachusetts",12:57.14,777.14,i,False,True,False,False,False,Nico Young,Northern Arizona,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,5000M,track,0,37,1/26/24,1/26/24,1,1.0,,False,False,False,False,False,/26/24,,1/26/24,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,10000M,track,0,38,"10,000","10,000",10,10.0,,False,False,False,False,False,",000",,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,10000M,track,0,39,"26:50.21 || Ishmael Kipkurui’ (New Mexico) || San Juan Capistrano, California","26:50.21 Ishmael Kipkurui’ (New Mexico) San Juan Capistrano, California",26:50.21,1610.21,,False,False,False,False,False,Ishmael Kipkurui’,New Mexico,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,10000M,track,0,40,3/29/25,3/29/25,3,3.0,,False,False,False,False,False,/29/25,,3/29/25,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,10000M,track,0,41,"26:52.72 || Nico Young (Northern Arizona) || San Juan Capistrano, California","26:52.72 Nico Young (Northern Arizona) San Juan Capistrano, California",26:52.72,1612.72,,False,False,False,False,False,Nico Young,Northern Arizona,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,10000M,track,0,42,3/15/24,3/15/24,3,3.0,,False,False,False,False,False,/15/24,,3/15/24,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,110H,track,0,43,110 Hurdles,110 Hurdles,110,110.0,,False,False,False,False,False,Hurdles,,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,110H,track,0,44,"12.98 || Grant Holloway (Florida) || Austin, Texas","12.98 Grant Holloway (Florida) Austin, Texas",12.98,12.98,,False,False,False,False,False,Grant Holloway,Florida,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,110H,track,0,45,6/07/19,6/07/19,6,6.0,,False,False,False,False,False,/07/19,,6/07/19,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,110H,track,0,46,"12.75p || Ja’kobe Tharp (Auburn) || Eugene, Oregon","12.75p Ja’kobe Tharp (Auburn) Eugene, Oregon",12.75,12.75,p,True,False,False,False,False,Ja’kobe Tharp,Auburn,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,110H,track,0,47,6/10/26,6/10/26,6,6.0,,False,False,False,False,False,/10/26,,6/10/26,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400H,track,0,48,400 Hurdles,400 Hurdles,400,400.0,,False,False,False,False,False,Hurdles,,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400H,track,0,49,"47.02 || Rai Benjamin’ (USC) || Eugene, Oregon","47.02 Rai Benjamin’ (USC) Eugene, Oregon",47.02,47.02,,False,False,False,False,False,Rai Benjamin’,USC,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400H,track,0,50,6/08/18,6/08/18,6,6.0,,False,False,False,False,False,/08/18,,6/08/18,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400H,track,0,51,"47.23 || Caleb Dean (Texas Tech) || Eugene, Oregon","47.23 Caleb Dean (Texas Tech) Eugene, Oregon",47.23,47.23,,False,False,False,False,False,Caleb Dean,Texas Tech,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,400H,track,0,52,6/07/24,6/07/24,6,6.0,,False,False,False,False,False,/07/24,,6/07/24,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
