version,importer_version,source_key,season_type,canonical_gender_code,canonical_event_code,section,source_table_index,source_row_index,source_cells,source_line,raw_mark,normalized_mark,mark_flags,pending_ratification,indoor_mark_flag,altitude_flag,secondary_listing,outside_regular_collegiate_season,holder,school,record_date_text,source_as_of,source_url,local_html_sha256,parser_method,rejection_reason
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,HT,field,0,108,8/23/95,8/23/95,8,8.0,,False,False,False,False,True,/23/95,,8/23/95,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,men_absolute,outdoor,m,HT,field,0,109,"as of June 16, 2026","as of June 16, 2026",16,16.0,,False,False,False,False,True,", 2026",,,"June 16, 2026",https://trackandfieldnews.com/records/mens-collegiate-records/,621ab15132fe314528973c412a4e32bbbee1c6a3979d611e49d37dd9d6831338,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400M,track,1,8,"(American CR) || 49.13 || Britton Wilson (Arkansas) || Baton Rouge, Louisiana || 5/13/23","(American CR) 49.13 Britton Wilson (Arkansas) Baton Rouge, Louisiana 5/13/23",49.13,49.13,,False,False,False,True,False,Britton Wilson,Arkansas,5/13/23,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,MILE,track,1,14,"(American CR) || 4:24.26i || Katelyn Tuohy (NC State) || New York, New York || 1/28/23","(American CR) 4:24.26i Katelyn Tuohy (NC State) New York, New York 1/28/23",4:24.26,264.26,i,False,True,False,True,False,Katelyn Tuohy,NC State,1/28/23,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,3000SC,track,1,16,"(American CR) || 9:08.68 || Lexy Halladay-Lowry (BYU) || Eugene, Oregon || 6/14/25","(American CR) 9:08.68 Lexy Halladay-Lowry (BYU) Eugene, Oregon 6/14/25",9:08.68,548.68,,False,False,False,True,False,Lexy Halladay-Lowry,BYU,6/14/25,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400H,track,1,23,"(American CR) || 52.75 || Sydney McLaughlin (Kentucky) || Knoxville, Tennessee || 5/13/18","(American CR) 52.75 Sydney McLaughlin (Kentucky) Knoxville, Tennessee 5/13/18",52.75,52.75,,False,False,False,True,False,Sydney McLaughlin,Kentucky,5/13/18,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,20,"800 Medley || 1:36.05 || Nebraska || Austin, Texas || 4/09/83","800 Medley 1:36.05 Nebraska Austin, Texas 4/09/83",1:36.05,96.05,,False,False,False,False,False,Nebraska,,4/09/83,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,21,"(Rhonda Blanford, Angie Thacker, Janet Burke’ 22.9, Merlene Ottey’ 50.9)","(Rhonda Blanford, Angie Thacker, Janet Burke’ 22.9, Merlene Ottey’ 50.9)",22.9,22.9,,False,False,False,False,False,", Merlene Ottey’ 50.9)",,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,22,"(American CR) || 1:36.81 || LSU || Austin, Texas || 4/08/89","(American CR) 1:36.81 LSU Austin, Texas 4/08/89",1:36.81,96.81,,False,False,False,True,False,LSU,,4/08/89,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,23,"(Tananjalyn Stanley, Cinnamon Sheffield, Esther Jones, Dawn Sowell 51.1)","(Tananjalyn Stanley, Cinnamon Sheffield, Esther Jones, Dawn Sowell 51.1)",51.1,51.1,,False,False,False,False,False,),,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,24,"Sprint Medley || 3:36.10 || Texas || Austin, Texas || 3/21/23","Sprint Medley 3:36.10 Texas Austin, Texas 3/21/23",3:36.10,216.1,,False,False,False,False,False,Texas,,3/21/23,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,25,"(Julien Alfred’, Rhasidat Adeleke’, Kennedy Simon, Valery Tobias 2:01.33)","(Julien Alfred’, Rhasidat Adeleke’, Kennedy Simon, Valery Tobias 2:01.33)",2:01.33,121.33,,False,False,False,False,False,),,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,26,"(American CR) || 3:39.05 || Oregon || Philadelphia, Pennsylvania || 4/28/17","(American CR) 3:39.05 Oregon Philadelphia, Pennsylvania 4/28/17",3:39.05,219.05,,False,False,False,True,False,Oregon,,4/28/17,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,27,"(Makenzie Dunmore 23.28, Deajah Stevens 21.68, Hannah Waller 51.65, Raevyn Rogers 2:02.44)","(Makenzie Dunmore 23.28, Deajah Stevens 21.68, Hannah Waller 51.65, Raevyn Rogers 2:02.44)",23.28,23.28,,False,False,False,False,False,", Deajah Stevens 21.68, Hannah Waller 51.65, Raevyn Rogers 2:02.44)",,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,28,"Distance Medley || 10:37.55 || Harvard || Philadelphia, Pennsylvania || 4/26/24","Distance Medley 10:37.55 Harvard Philadelphia, Pennsylvania 4/26/24",10:37.55,637.55,,False,False,False,False,False,Harvard,,4/26/24,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,29,"(Sophia Gorriaran 3:20.36, Chloe Fair 53.20, Victoria Bossong 2:02.53, Maia Ramsden’ 4:21.46)","(Sophia Gorriaran 3:20.36, Chloe Fair 53.20, Victoria Bossong 2:02.53, Maia Ramsden’ 4:21.46)",3:20.36,200.36,,False,False,False,False,False,", Chloe Fair 53.20, Victoria Bossong 2:02.53, Maia Ramsden’ 4:21.46)",,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,30,"10:36.82p || North Carolina || Philadelphia, Pennsylvania || 4/24/26","10:36.82p North Carolina Philadelphia, Pennsylvania 4/24/26",10:36.82,636.82,p,True,False,False,False,False,North,,4/24/26,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,31,"(Sydney Masciarelli 3:16.35, Delea Martins 53.91, Makayla Paige 2:00.42, Vera Sjöberg’ 4:26.14)","(Sydney Masciarelli 3:16.35, Delea Martins 53.91, Makayla Paige 2:00.42, Vera Sjöberg’ 4:26.14)",3:16.35,196.35,,False,False,False,False,False,", Delea Martins 53.91, Makayla Paige 2:00.42, Vera Sjöberg’ 4:26.14)",,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,32,"(American CR) || 10:48.38 || Villanova || Philadelphia, Pennsylvania || 4/28/88","(American CR) 10:48.38 Villanova Philadelphia, Pennsylvania 4/28/88",10:48.38,648.38,,False,False,False,True,False,Villanova,,4/28/88,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,33,"(Kathy Franey 3:21.0, Michelle Bennett 52.8, Celeste Halliday 2:04.7, Vicki Huber 4:29.9)","(Kathy Franey 3:21.0, Michelle Bennett 52.8, Celeste Halliday 2:04.7, Vicki Huber 4:29.9)",3:21.0,201.0,,False,False,False,False,False,", Michelle Bennett 52.8, Celeste Halliday 2:04.7, Vicki Huber 4:29.9)",,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,34,"4 x 100 Hurdles || 52.50 || Texas A&M || Philadelphia, Pennsylvania || 4/23/10","4 x 100 Hurdles 52.50 Texas A&M Philadelphia, Pennsylvania 4/23/10",4,4.0,,False,False,False,False,False,x 100 Hurdles 52.50 Texas A&M,,4/23/10,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,relay,2,36,"(American CR) || 52.87 || Clemson || Gainesville, Florida || 4/07/12","(American CR) 52.87 Clemson Gainesville, Florida 4/07/12",52.87,52.87,,False,False,False,True,False,Clemson,,4/07/12,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_non_individual_section
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,TJ,field,3,7,"(low-altitude) || 14.62 | 47-11¾ || Keturah Orji (Georgia) || Knoxville, Tennessee || 5/13/18","(low-altitude) 14.62 | 47-11¾ Keturah Orji (Georgia) Knoxville, Tennessee 5/13/18",14.62,14.62,,False,False,False,True,False,| 47-11¾ Keturah Orji,Georgia,5/13/18,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,DT,field,3,10,"(American CR) || 69.39 | 227-8 || Jayden Ulrich (Louisville) || Ramona, Oklahoma || 4/12/25","(American CR) 69.39 | 227-8 Jayden Ulrich (Louisville) Ramona, Oklahoma 4/12/25",69.39,69.39,,False,False,False,True,False,| 227-8 Jayden Ulrich,Louisville,4/12/25,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,HT,field,3,12,"(American CR) || 74.78 | 245-4 || Alyssa Wilson (Texas State) || Eugene, Oregon || 6/09/22","(American CR) 74.78 | 245-4 Alyssa Wilson (Texas State) Eugene, Oregon 6/09/22",74.78,74.78,,False,False,False,True,False,| 245-4 Alyssa Wilson,Texas State,6/09/22,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,JT,field,3,14,"(American CR) || 62.19 | 204-0 || Maggie Malone Hardin (Texas A&M) || Eugene, Oregon || 6/09/16","(American CR) 62.19 | 204-0 Maggie Malone Hardin (Texas A&M) Eugene, Oregon 6/09/16",62.19,62.19,,False,False,False,True,False,| 204-0 Maggie Malone Hardin,Texas A&M,6/09/16,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,HEP,multi,4,3,"(13.86w, 1.86/6-1¼, 13.80/45-3½, 24.91 [3728], 6.92/22-8½w), 49.04/160-11, 2:20.82 [2799])","(13.86w, 1.86/6-1¼, 13.80/45-3½, 24.91 [3728], 6.92/22-8½w), 49.04/160-11, 2:20.82 [2799])",13.86,13.86,w,False,False,False,False,False,", 1.86/6-1¼, 13.80/45-3½, 24.91 [3728], 6.92/22-8½w), 49.04/160-11, 2:20.82 [2799])",,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_implausible_event_mark
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,HEP,multi,4,4,"(American CR) || 6458 || Anna Hall (Florida) || Fayetteville, Arkansas || 4/06-07/22","(American CR) 6458 Anna Hall (Florida) Fayetteville, Arkansas 4/06-07/22",6458,6458.0,,False,False,False,True,False,Anna Hall,Florida,4/06-07/22,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,HEP,multi,4,5,"(13.21, 1.76/5-9¼, 12.51/41-½, 23.14 [3781], 6.39/20-11¾, 38.44/126-1, 2:03.11 [2677])","(13.21, 1.76/5-9¼, 12.51/41-½, 23.14 [3781], 6.39/20-11¾, 38.44/126-1, 2:03.11 [2677])",13.21,13.21,,False,False,False,False,False,", 1.76/5-9¼, 12.51/41-½, 23.14 [3781], 6.39/20-11¾, 38.44/126-1, 2:03.11 [2677])",,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_implausible_event_mark
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,TJ,field,5,6,"Triple Jump (lo-alt) || 14.71 | 48-3¼ || Keturah Orji (Georgia) || Rio de Janeiro, Brazil || 8/14/16","Triple Jump (lo-alt) 14.71 | 48-3¼ Keturah Orji (Georgia) Rio de Janeiro, Brazil 8/14/16",14.71,14.71,,False,False,False,True,False,| 48-3¼ Keturah Orji,Georgia,8/14/16,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_secondary_sublisting
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,HEP,field,5,8,"(13.20, 1.86/6-1¼, 13.67/44-10¼/, 23.08 [3391], 6.39/20-11¾, 45.75/150-1, 2:06.67 [3364])","(13.20, 1.86/6-1¼, 13.67/44-10¼/, 23.08 [3391], 6.39/20-11¾, 45.75/150-1, 2:06.67 [3364])",13.20,13.2,,False,False,False,False,False,", 1.86/6-1¼, 13.67/44-10¼/, 23.08 [3391], 6.39/20-11¾, 45.75/150-1, 2:06.67 [3364])",,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,table,reject_implausible_event_mark
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,100M,track,0,1,100,100,100,100.0,,False,False,False,False,False,,,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,100M,track,0,2,"10.75 || Sha’Carri Richardson (LSU) || Austin, Texas","10.75 Sha’Carri Richardson (LSU) Austin, Texas",10.75,10.75,,False,False,False,False,False,Sha’Carri Richardson,LSU,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,100M,track,0,3,6/08/19,6/08/19,6,6.0,,False,False,False,False,False,/08/19,,6/08/19,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,100M,track,0,4,"10.63p || Adaejah Hodge’ (Georgia) || Eugene, Oregon","10.63p Adaejah Hodge’ (Georgia) Eugene, Oregon",10.63,10.63,p,True,False,False,False,False,Adaejah Hodge’,Georgia,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,100M,track,0,5,6/11/26,6/11/26,6,6.0,,False,False,False,False,False,/11/26,,6/11/26,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,200M,track,0,6,200,200,200,200.0,,False,False,False,False,False,,,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,200M,track,0,7,"21.80 || Abby Steiner (Kentucky) || Eugene, Oregon","21.80 Abby Steiner (Kentucky) Eugene, Oregon",21.80,21.8,,False,False,False,False,False,Abby Steiner,Kentucky,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,200M,track,0,8,6/11/22,6/11/22,6,6.0,,False,False,False,False,False,/11/22,,6/11/22,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,200M,track,0,9,"21.68p || Adaejah Hodge’ (Georgia) || Eugene, Oregon","21.68p Adaejah Hodge’ (Georgia) Eugene, Oregon",21.68,21.68,p,True,False,False,False,False,Adaejah Hodge’,Georgia,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,200M,track,0,10,6/13/26,6/13/26,6,6.0,,False,False,False,False,False,/13/26,,6/13/26,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400M,track,0,11,400,400,400,400.0,,False,False,False,False,False,,,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400M,track,0,12,"48.89 || Nickisha Pryce’ (Arkansas) || Eugene, Oregon","48.89 Nickisha Pryce’ (Arkansas) Eugene, Oregon",48.89,48.89,,False,False,False,False,False,Nickisha Pryce’,Arkansas,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400M,track,0,13,6/08/24,6/08/24,6,6.0,,False,False,False,False,False,/08/24,,6/08/24,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400M,track,0,14,"48.79p || Dejanea Oakley’ (Georgia) || Eugene, Oregon","48.79p Dejanea Oakley’ (Georgia) Eugene, Oregon",48.79,48.79,p,True,False,False,False,False,Dejanea Oakley’,Georgia,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400M,track,0,15,6/13/26,6/13/26,6,6.0,,False,False,False,False,False,/13/26,,6/13/26,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400M,track,0,16,"49.13 || Britton Wilson (Arkansas) || Baton Rouge, Louisiana","49.13 Britton Wilson (Arkansas) Baton Rouge, Louisiana",49.13,49.13,,False,False,False,False,False,Britton Wilson,Arkansas,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400M,track,0,17,5/13/23,5/13/23,5,5.0,,False,False,False,False,False,/13/23,,5/13/23,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,400M,track,0,18,"49.13 || Kaylyn Brown (Arkansas) || Eugene, Oregon","49.13 Kaylyn Brown (Arkansas) Eugene, Oregon",49.13,49.13,,False,False,False,False,False,Kaylyn Brown,Arkansas,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,track,0,20,800,800,800,800.0,,False,False,False,False,False,,,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,track,0,21,"1:57.73 || Athing Mu (Texas A&M) || Waco, Texas","1:57.73 Athing Mu (Texas A&M) Waco, Texas",1:57.73,117.72999999999999,,False,False,False,False,False,Athing Mu,Texas A&M,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,track,0,22,4/17/21,4/17/21,4,4.0,,False,False,False,False,False,/17/21,,4/17/21,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,track,0,23,"1:56.85p || Sanu Jallow-Lockhart’ (Arkansas) || Eugene, Oregon","1:56.85p Sanu Jallow-Lockhart’ (Arkansas) Eugene, Oregon",1:56.85,116.85,p,True,False,False,False,False,Sanu Jallow-Lockhart’,Arkansas,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,800M,track,0,24,6/13/26,6/13/26,6,6.0,,False,False,False,False,False,/13/26,,6/13/26,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,1500M,track,0,25,1500,1500,1500,1500.0,,False,False,False,False,False,,,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,1500M,track,0,26,"3:59.90 || Jenny Simpson (Colorado) || Eugene, Oregon","3:59.90 Jenny Simpson (Colorado) Eugene, Oregon",3:59.90,239.9,,False,False,False,False,False,Jenny Simpson,Colorado,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,1500M,track,0,27,6/07/09,6/07/09,6,6.0,,False,False,False,False,False,/07/09,,6/07/09,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
collegiate_records_v1,local_tfn_importer_v2,women_absolute,outdoor,f,MILE,track,0,28,"4:23.46i || Şilan Ayyıldız’ (Oregon) || Boston, Massachusetts","4:23.46i Şilan Ayyıldız’ (Oregon) Boston, Massachusetts",4:23.46,263.46,i,False,True,False,False,False,Şilan Ayyıldız’,Oregon,,"May 16, 2026",https://trackandfieldnews.com/records/womens-collegiate-records/,21627bd3e03da00d2080e044a509b19b061a6d2e72efef7618c22976f9684e5b,fallback,reject_fallback_parser
